,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0051726,BP,GO:0051726,regulation of cell cycle,106/5177,223/20875,0.475336322869955,1.91667872124982,7.9032966461207,1.30707721874967e-13,7.67047946792569e-12,3.92123165624901e-12,831836/836317/829409/829108/819896/816782/837133/839145/817851/839560/839816/832260/836456/830574/834312/831275/821212/816580/831847/842992/824036/816837/843271/837339/814812/817831/844213/824169/822331/823970/829919/826806/829564/820036/820217/840218/830483/838621/838127/829904/838833/839453/833791/824226/843599/843964/841124/817684/820746/829714/842858/826875/831404/834324/817129/830326/821383/831111/841414/831023/819713/838384/838687/828000/836861/824955/822195/822079/841126/838202/830502/844410/844108/824205/843357/817340/829419/837997/825111/820636/838650/824636/824585/841014/828385/823971/841471/820325/817518/819157/827261/822324/837249/836667/832503/816345/821496/817217/7922426/817921/817341/843987/844377/837359/818444/841559,106
GO:0009639,BP,GO:0009639,response to red or far red light,114/5177,248/20875,0.459677419354839,1.85353798126951,7.76516015129028,2.77827849085173e-13,1.58860539348701e-11,8.12112174248966e-12,844376/829266/831793/827049/839226/842458/837479/825286/837579/817857/829866/825814/821781/832140/817241/818581/835842/831656/816650/834312/833693/831275/829009/836603/834663/826712/834983/821382/819383/826470/836463/820961/832432/829902/837417/832368/817016/831902/841922/843890/836244/830884/814686/832941/830543/816538/819992/836466/843693/838761/824019/817694/5007942/836248/817696/841671/834784/843330/827568/822525/829913/829435/818903/838057/836013/843805/819311/837483/824637/843288/825358/842538/837376/837576/824703/822519/839300/818029/832370/837990/830029/830062/838421/818341/825054/838125/815058/835507/814823/843393/830297/841717/822160/831368/28718283/836451/828629/815055/28718318/816703/834301/830041/5007837/822391/818887/28721166/844173/818854/829544/829361/833982/827051/831453/818596,114
GO:0006260,BP,GO:0006260,DNA replication,81/5177,157/20875,0.515923566878981,2.0803369632217,7.80287962392617,4.27923906110414e-13,2.38567577656556e-11,1.21958313241468e-11,835624/831836/835914/826554/819896/844335/841251/821212/830755/831847/821187/824036/841506/841258/840026/829114/837339/814812/836845/844213/817292/838771/816142/815415/818812/837333/820217/840218/831145/838621/838127/814641/824226/817684/821389/820746/842620/841056/816985/826875/844215/843052/832836/830326/831023/819743/834960/828153/824368/822079/816715/826707/818332/823286/816632/834492/818650/822101/817340/834193/837636/843086/837997/825111/832830/834670/817506/824636/824585/832208/823971/817518/822324/837249/832503/835166/816345/7922426/834508/818444/841559,81
GO:0044042,BP,GO:0044042,glucan metabolic process,107/5177,231/20875,0.463203463203463,1.86775590001396,7.6159906047646,8.11000734316843e-13,4.30602770839657e-11,2.20128770743143e-11,816556/824749/828801/821148/834677/843034/825079/836456/821807/838450/835664/839903/829149/817755/836504/824909/842752/836523/816399/830399/819834/843359/840099/827298/836698/839880/821127/834088/844225/830368/836408/816697/838138/843141/814637/831596/834426/833656/836213/830559/818682/821783/829376/839467/837716/838257/827940/835035/818259/830847/827419/838037/831140/840847/830090/836466/833975/837610/821313/818766/830315/827550/826481/832497/830549/821589/818580/824742/840953/843185/830665/820845/828564/818212/831769/837619/836343/834883/832042/835641/829936/821955/828024/832706/839531/835257/831618/837095/837698/824383/822590/815247/823850/836609/818349/824746/822807/836702/842961/825117/820265/5007694/842839/843133/837596/823634/827051,107
GO:0033013,BP,GO:0033013,tetrapyrrole metabolic process,62/5177,109/20875,0.568807339449541,2.29357798165138,7.77587371078659,8.71840148685279e-13,4.45970300026504e-11,2.27984817053908e-11,829266/819059/831225/821463/839621/829322/835708/835165/831505/817056/842073/816579/833552/839489/838554/835788/821840/831207/821673/821181/816538/827991/834085/829854/837610/830724/841029/820069/834442/842700/839009/818766/843330/837374/824885/839472/828851/5007676/817589/818644/827230/834757/820722/837377/817195/818093/827580/824861/824345/817196/835937/816623/824034/820628/836751/833840/835507/828611/827479/828853/834633/831984,62
GO:0023051,BP,GO:0023051,regulation of signaling,148/5177,353/20875,0.419263456090652,1.69057845197843,7.51467657601768,8.79941399155434e-13,4.45970300026504e-11,2.27984817053908e-11,830731/835934/831197/831213/837541/826093/831094/842951/835379/841427/823405/819911/820831/833590/838600/838316/817170/818540/827786/835296/833946/842741/831748/834184/838073/831889/838427/817919/839506/818680/837583/841486/842193/835956/819108/831937/829322/830006/835007/835809/820416/836806/818070/835098/820327/820816/824340/825107/828532/829754/824718/817118/822197/839301/830961/843117/821159/821382/816462/839160/828747/844261/821941/817056/827125/819383/836519/840860/843959/837597/836408/841860/838388/818794/817148/828205/819674/843432/841764/814686/827328/836822/820746/830997/835788/829783/817369/843442/836208/827389/832242/827123/829880/838448/839077/841284/844046/823959/821338/821705/843693/831747/833930/832270/844410/821055/6240858/830751/843330/814644/843096/820612/838565/827842/818903/842953/834869/838057/836656/832195/830556/838200/814670/836367/834702/843886/843915/838544/829392/816346/841622/824234/818029/829571/832149/832587/817593/841670/830062/843247/835401/842928/830662/835856/838916/831515/820883/831078,148
GO:0010646,BP,GO:0010646,regulation of cell communication,149/5177,357/20875,0.417366946778712,1.68293123701093,7.47417621242653,1.12843126866423e-12,5.54995140006477e-11,2.83719488613177e-11,830731/835934/831197/831213/837541/826093/831094/842951/835379/841427/823405/819911/820831/833590/838600/838316/817170/818540/827786/835296/816050/833946/842741/831748/834184/838073/831889/838427/817919/839506/818680/837583/841486/842193/835956/819108/831937/829322/830006/835007/835809/820416/836806/818070/835098/820327/820816/824340/825107/828532/829754/824718/817118/822197/839301/830961/843117/821159/821382/816462/839160/828747/844261/821941/817056/827125/819383/836519/840860/843959/837597/836408/841860/838388/818794/817148/828205/819674/843432/841764/814686/827328/836822/820746/830997/835788/829783/817369/843442/836208/827389/832242/827123/829880/838448/839077/841284/844046/823959/821338/821705/843693/831747/833930/832270/844410/821055/6240858/830751/843330/814644/843096/820612/838565/827842/818903/842953/834869/838057/836656/832195/830556/838200/814670/836367/834702/843886/843915/838544/829392/816346/841622/824234/818029/829571/832149/832587/817593/841670/830062/843247/835401/842928/830662/835856/838916/831515/820883/831078,149
GO:0010109,BP,GO:0010109,regulation of photosynthesis,35/5177,47/20875,0.74468085106383,3.00274536719286,7.89351865953842,1.14483302422861e-12,5.54995140006477e-11,2.83719488613177e-11,829266/843989/837479/835809/821268/821382/835328/828893/840099/843110/843890/817646/843222/829696/827922/842794/837332/829220/819353/824134/830772/831741/836710/829484/821399/820974/843491/835168/820828/825414/842016/843099/824246/836789/817606,35
GO:0009966,BP,GO:0009966,regulation of signal transduction,145/5177,347/20875,0.417867435158501,1.68494933531654,7.38872709631425,2.02948198861414e-12,9.23621394818272e-11,4.72165197351045e-11,830731/835934/831197/831213/837541/826093/831094/842951/835379/841427/823405/819911/820831/833590/838600/838316/817170/818540/827786/835296/833946/842741/831748/834184/838073/831889/838427/817919/839506/818680/837583/841486/842193/835956/819108/831937/829322/830006/835007/835809/820416/836806/818070/835098/820327/820816/824340/825107/828532/829754/824718/817118/822197/839301/830961/843117/821159/821382/816462/839160/828747/844261/821941/817056/827125/819383/836519/840860/843959/837597/836408/841860/838388/818794/817148/828205/819674/843432/841764/814686/827328/836822/820746/830997/835788/829783/817369/843442/836208/827389/832242/827123/829880/838448/839077/841284/844046/823959/821338/821705/843693/831747/833930/832270/844410/821055/830751/843330/814644/843096/820612/838565/827842/818903/842953/834869/838057/836656/832195/830556/838200/814670/836367/834702/843886/843915/838544/829392/816346/841622/824234/818029/829571/832149/832587/841670/830062/843247/842928/830662/835856/838916/831515/820883/831078,145
GO:0051172,BP,GO:0051172,negative regulation of nitrogen compound metabolic process,135/5177,317/20875,0.425867507886435,1.71720769309047,7.38931021444208,2.26630994644911e-12,9.90955133447358e-11,5.06586929206272e-11,824420/828656/823960/820213/821138/826093/844376/838879/839244/831793/837584/820831/829409/843928/831354/842283/839413/834441/820094/835360/824564/821640/819896/829557/828876/841486/828657/842359/817597/843342/831743/833507/833712/844335/843510/817830/818568/831635/828254/821575/830586/817278/824853/836223/830307/826760/821212/825296/838354/830755/828770/836321/825277/834451/816787/834569/824825/836519/821230/842602/822331/818340/828582/822081/840218/836244/831145/819897/842079/838621/830336/820746/830912/832242/821383/829635/824955/821078/836364/829843/824251/843502/824418/838055/6240858/829611/834784/834934/818410/828045/814878/823971/838518/843805/824621/837483/831164/826931/830512/834444/825358/816345/835780/831813/830361/837934/827102/837359/829314/844199/816798/843668/816365/820478/835948/828579/830515/822344/837043/824514/816317/838622/818178/817770/834301/831978/827246/831256/831910/818887/825468/829544/28718362/5008019/825470,135
GO:0009743,BP,GO:0009743,response to carbohydrate,95/5177,200/20875,0.475,1.91532258064516,7.46940786758594,2.51500191913558e-12,1.07854889993699e-10,5.51365805348955e-11,843314/829922/837960/842951/841427/829209/836298/827086/817170/835504/841095/836617/834430/831748/828542/819056/831889/816782/827407/839621/835956/844293/817597/822566/835007/843934/844055/837431/824340/830019/829034/843564/822084/843117/834663/828747/829989/816878/825892/828409/825716/840099/832549/841665/830865/838388/830292/821899/829564/843550/844194/829684/836244/818787/830997/835788/842111/816949/824599/832242/816505/841140/837332/828153/814714/821826/837403/834300/819353/834676/822277/829611/836585/829668/820656/838259/840953/816765/836667/817365/844047/840895/828213/839870/832149/839602/816623/820921/835307/825414/825376/839729/843806/834623/817439,95
GO:0010087,BP,GO:0010087,phloem or xylem histogenesis,70/5177,132/20875,0.53030303030303,2.13831867057673,7.53415933840614,3.00298091592746e-12,1.21757226227604e-10,6.22436044392236e-11,842951/824749/825648/841891/831809/831541/831889/839621/828635/837398/830035/841645/844281/817265/844213/831171/833552/831732/842602/821096/820060/820777/826364/844441/6240759/28717514/836269/840020/821852/819092/822475/817173/821097/829424/836142/843428/830549/834083/827463/818385/822075/836414/836529/816345/832073/826934/835780/831170/836281/827774/830889/828024/817788/827127/834409/815865/815247/3768574/841113/839200/828569/843393/843263/834792/28716239/843334/838880/28718327/831098/836709,70
GO:0048285,BP,GO:0048285,organelle fission,102/5177,221/20875,0.461538461538462,1.86104218362283,7.38989450836134,3.61473349205166e-12,1.4141852082939e-10,7.22946698410332e-11,828912/836317/829506/834213/838048/843928/815898/832060/831114/841784/837647/839286/830913/839145/819410/834117/817851/841186/832261/839560/836733/839816/837423/836456/839419/818131/842394/841256/829618/830381/819954/824036/842804/833741/821947/835175/843271/831314/839257/844213/834917/838675/817411/835234/822331/823970/826806/832467/838135/819931/844215/831404/819182/844441/830326/821383/841414/821972/836773/835409/824873/825338/824955/822195/829038/835759/834671/821452/829267/816667/842672/821860/844108/826539/827876/832059/834255/823897/835898/830445/832208/828385/827261/836473/818197/835166/835305/837893/842341/821496/831088/817921/837614/822570/828494/821509/824260/2745578/843058/835621/824441/832252,102
GO:0006310,BP,GO:0006310,DNA recombination,90/5177,187/20875,0.481283422459893,1.94065896153183,7.4201640403988,3.75016394025026e-12,1.44187337702725e-10,7.37101188256085e-11,819671/835101/817756/844361/844312/843928/841784/831407/836516/839286/836267/834820/834117/832261/839560/824897/836733/844335/831487/836456/839557/838164/829318/831525/844420/842992/821187/817585/840026/831314/828615/828443/830284/815890/822331/816142/815415/824027/835721/828230/833791/820746/841056/816748/842858/838462/816985/827854/844215/825124/821383/821972/819743/834960/828153/827651/834838/829038/836584/839329/838161/834492/829267/821860/822101/838055/837636/832495/820432/832830/835898/836221/832240/828016/834670/832208/843797/840063/830696/827261/836473/835166/835305/837893/842341/817404/837359/2745578/843058/816317,90
GO:0010817,BP,GO:0010817,regulation of hormone levels,122/5177,280/20875,0.435714285714286,1.75691244239631,7.32256982440959,4.04920397929688e-12,1.50495414563867e-10,7.69348756066408e-11,835767/844376/831094/842951/829446/844050/823405/819911/839626/819339/841465/837972/835504/823935/818030/818862/831809/831889/825532/825517/827088/826172/830729/822380/843333/825097/831694/825905/821159/832297/843449/828552/816680/816585/826470/840099/819999/829931/831068/841860/838138/814903/843141/829919/821957/820679/830884/817805/843432/820777/839949/844185/834284/835648/832126/844046/818383/843693/842534/829035/820658/837418/839108/844146/831051/837997/829668/820612/836461/838565/818903/839717/820257/829484/826497/816765/838276/831890/824229/817212/830471/820582/821519/817956/832073/832638/814670/844105/837538/843886/838550/843031/830000/830453/822519/838416/825486/826956/843247/829311/819146/831258/818390/828569/843393/838916/831515/843175/843219/839820/835618/839819/821123/834411/831668/830711/836598/839474/836841/831078/828993/837024,122
GO:0000910,BP,GO:0000910,cytokinesis,61/5177,110/20875,0.554545454545455,2.23607038123167,7.46437302103912,5.9397619183781e-12,2.06963579343487e-10,1.0580200917111e-10,824047/829409/821514/834213/821148/831809/830971/841937/839419/818131/829618/831976/817860/824036/830399/820999/821947/843271/832749/814812/817411/835234/819744/825034/830483/844000/814686/834426/834975/843599/838418/831988/829376/839467/817129/819697/831023/830847/828783/836773/825488/825338/814649/818086/830090/835759/835616/828167/829419/821849/832059/837997/835105/830445/841748/817592/838057/819157/824666/831088/824260,61
