"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030275","MF","GO:0030275","LRR domain binding","12/1956","25/26522",5.25866059354123e-08,2.53717709431e-06,1.68676593527534e-06,"842862/842863/834485/6240315/6240283/6241037/834484/5008204/5008297/838896/842861/823573",12
"GO:0060089","MF","GO:0060089","molecular transducer activity","41/1956","224/26522",5.49852621057894e-08,2.53717709431e-06,1.68676593527534e-06,"823671/830991/834896/834895/817459/834489/817458/831700/833892/843631/823679/820538/842890/817460/819940/825139/836150/817746/826456/818348/828967/820035/825837/815862/818626/824548/842010/832170/827297/842432/830565/827890/837531/817841/815863/814753/822207/842891/833810/821717/828950",41
"GO:0042626","MF","GO:0042626","ATPase-coupled transmembrane transporter activity","39/1956","213/26522",1.13830081701256e-07,4.90228218526745e-06,3.25913497081492e-06,"838122/821863/825269/843976/825513/822148/820498/823932/819392/831202/820496/818520/819314/820497/842650/830375/827530/827188/829918/817544/841761/820603/839353/823950/839922/824900/825186/829112/843201/839921/827189/843602/837881/839670/834447/842281/839317/838327/839378",39
"GO:0004620","MF","GO:0004620","phospholipase activity","18/1956","59/26522",1.33722248140219e-07,5.39903576866134e-06,3.58938666060588e-06,"829861/819730/825433/817604/827388/829860/839917/817197/824660/821243/823875/829859/821286/826790/826791/10723040/818507/841709",18
"GO:0008559","MF","GO:0008559","ABC-type xenobiotic transporter activity","9/1956","15/26522",2.10860347479027e-07,8.01269320420302e-06,5.32699825210173e-06,"825269/820498/819392/820496/819314/820497/839922/825186/839921",9
"GO:0004675","MF","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","16/1956","49/26522",2.31989989207244e-07,8.3258629459933e-06,5.53519974248862e-06,"823671/831700/823679/825139/836150/818348/820035/825837/815862/824548/827890/817841/815863/842891/833810/828950",16
"GO:0019904","MF","GO:0019904","protein domain specific binding","12/1956","28/26522",2.49616538798853e-07,8.48696231916099e-06,5.64230181883279e-06,"842862/842863/834485/6240315/6240283/6241037/834484/5008204/5008297/838896/842861/823573",12
"GO:0005516","MF","GO:0005516","calmodulin binding","33/1956","171/26522",2.99871660300863e-07,9.68585462771786e-06,6.43934933698695e-06,"834489/819332/819609/836011/831599/843936/837672/832750/836211/829442/834620/838470/816864/819251/825806/827891/820848/829918/816235/842432/816993/836377/828685/831123/837675/839670/819625/817159/839555/825804/828283/838812/818701",33
"GO:0005102","MF","GO:0005102","signaling receptor binding","29/1956","146/26522",8.24466529110133e-07,2.53621608478641e-05,1.68612703697711e-05,"815949/816381/817875/842862/28717391/843208/841403/842863/820386/834485/814929/6240315/28717277/2745743/5007915/6240283/6241037/834484/5008204/5008297/815862/829589/838896/834892/842861/843998/836643/838668/843211",29
"GO:0061809","MF","GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating","12/1956","31/26522",9.39836402216244e-07,2.75970143559861e-05,1.83470455552262e-05,"842711/834538/834522/838337/834539/826718/843624/842104/834695/823573/826809/831955",12
"GO:0015399","MF","GO:0015399","primary active transmembrane transporter activity","39/1956","231/26522",9.89078441048265e-07,2.77802031703121e-05,1.84688331326175e-05,"838122/821863/825269/843976/825513/822148/820498/823932/819392/831202/820496/818520/819314/820497/842650/830375/827530/827188/829918/817544/841761/820603/839353/823950/839922/824900/825186/829112/843201/839921/827189/843602/837881/839670/834447/842281/839317/838327/839378",39
"GO:0015662","MF","GO:0015662","P-type ion transporter activity","15/1956","49/26522",1.40314002532256e-06,3.6257138254335e-05,2.41044686455412e-05,"821863/825513/822148/842650/830375/829918/820603/823950/824900/829112/843201/843602/837881/839670/834447",15
"GO:0140358","MF","GO:0140358","P-type transmembrane transporter activity","15/1956","49/26522",1.40314002532256e-06,3.6257138254335e-05,2.41044686455412e-05,"821863/825513/822148/842650/830375/829918/820603/823950/824900/829112/843201/843602/837881/839670/834447",15
"GO:0015085","MF","GO:0015085","calcium ion transmembrane transporter activity","19/1956","76/26522",1.830540014103e-06,4.54818788119437e-05,3.02372601519847e-05,"830991/834896/824349/834895/817459/821863/817458/825513/831754/817460/819940/831654/829918/821036/839138/824900/829112/842022/839670",19
"GO:0004497","MF","GO:0004497","monooxygenase activity","41/1956","257/26522",2.37044082094846e-06,5.67149914938039e-05,3.77052575028059e-05,"838508/819098/817628/822298/814788/819166/836866/832560/832524/821263/829891/829327/842802/828732/835316/821250/817901/837768/820690/843308/821554/820696/817457/816952/835828/821646/842803/819309/829886/833992/830154/833619/829779/842199/837773/820689/837304/817599/823622/830926/832482",41
"GO:0043531","MF","GO:0043531","ADP binding","31/1956","172/26522",3.08315757721291e-06,7.11328498171264e-05,4.72905372745439e-05,"838338/842711/837783/836795/841440/820670/838337/843626/843621/835924/834936/840250/827404/843620/838336/842923/829466/836825/826718/820669/830350/842104/834695/843618/823593/823573/826809/843622/829772/842220/831955",31
"GO:0016209","MF","GO:0016209","antioxidant activity","22/1956","102/26522",4.16764419626628e-06,9.28378672685523e-05,6.17204657741068e-05,"842909/824802/838016/842368/824073/836533/836531/819427/833954/829479/829251/817715/837405/816248/825483/822003/837304/842652/842337/838652/843864/842910",22
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","54/1956","389/26522",5.41623145393094e-06,0.00011662951730798,7.75376292352219e-05,"841160/836040/843632/839348/819730/820316/841567/835250/821047/824448/836638/837163/825399/824444/836633/840379/821239/830564/827526/821243/843761/823875/834356/837276/825706/826790/828355/826791/843609/838347/816141/817553/838835/817438/817858/814721/818609/814874/817489/839558/829536/837255/837935/824693/831059/821175/818456/818571/819724/814646/840493/838428/842708/835762",54
"GO:0140326","MF","GO:0140326","ATPase-coupled intramembrane lipid transporter activity","7/1956","12/26522",6.67885146872258e-06,0.000139178646735316,9.25287402118442e-05,"822148/830375/820603/843201/843602/837881/834447",7
"GO:0016791","MF","GO:0016791","phosphatase activity","47/1956","327/26522",8.54290155102623e-06,0.000172459825061342,0.00011465473134272,"841160/836040/843632/839348/820316/841567/835250/821047/824448/836638/837163/825399/824444/836633/840379/821239/830564/827526/834356/837276/825706/828355/843609/838347/816141/817553/838835/817438/817858/814721/818609/814874/817489/839558/829536/837255/837935/824693/831059/818456/818571/819724/814646/840493/838428/842708/835762",47
"GO:0033612","MF","GO:0033612","receptor serine/threonine kinase binding","17/1956","70/26522",9.60307408138531e-06,0.00018798745019924,0.000124977806226641,"842862/28717391/842863/834485/6240315/6240283/6241037/834484/5008204/5008297/815862/838896/834892/842861/836643/838668/843211",17
"GO:0050664","MF","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","8/1956","17/26522",1.14572870778271e-05,0.000217688454478714,0.000144723626246237,"840127/837430/842710/838506/830078/821806/834842/828321",8
"GO:0140303","MF","GO:0140303","intramembrane lipid transporter activity","7/1956","13/26522",1.35451627318331e-05,0.00025000500356469,0.000166208312619185,"822148/830375/820603/843201/843602/837881/834447",7
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","16/1956","66/26522",1.78588724504533e-05,0.000315816273354831,0.000209960957355012,"840127/820155/837430/825844/821250/817549/828234/842710/838506/835538/830078/829779/821806/834842/828321/831774",16
"GO:0016765","MF","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","28/1956","161/26522",1.8088548164286e-05,0.000315816273354831,0.000209960957355012,"817496/843329/831800/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/835392/837444/839479/821817/835991/816412/817498/820381/817491/842261/844174/819832/843864",28
"GO:0015291","MF","GO:0015291","secondary active transmembrane transporter activity","40/1956","272/26522",2.27520177604787e-05,0.000386784301928138,0.000257141918179372,"824046/842975/824349/828470/842203/842477/844278/828955/831754/814938/834574/844329/839902/830806/834353/830058/818479/831193/831654/821531/821934/817844/832703/828669/843122/821416/816783/818409/836389/821935/832120/840139/838917/843519/820844/842022/831479/843454/824353/844299",40
"GO:0016682","MF","GO:0016682","oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor","10/1956","29/26522",2.53140809001619e-05,0.000419305032346271,0.000278762348374252,"840127/820078/838272/830142/830421/825844/818630/821806/828321/838909",10
"GO:0016701","MF","GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","12/1956","41/26522",2.62978497752574e-05,0.000424710273870406,0.000282355860744868,"827562/821135/817180/829417/828732/839889/819107/821808/841944/837168/843785/823622",12
"GO:0043295","MF","GO:0043295","glutathione binding","8/1956","19/26522",3.11574381982915e-05,0.000479231073240388,0.000318602375561477,"839295/839515/827931/838288/814822/839479/844174/843864",8
"GO:1900750","MF","GO:1900750","oligopeptide binding","8/1956","19/26522",3.11574381982915e-05,0.000479231073240388,0.000318602375561477,"839295/839515/827931/838288/814822/839479/844174/843864",8
"GO:0015318","MF","GO:0015318","inorganic molecular entity transmembrane transporter activity","61/1956","488/26522",3.73248202931472e-05,0.000560740323473793,0.000372791350785901,"824046/830991/842975/834896/824349/828470/834895/842203/817459/842477/821863/817458/843976/844278/837852/825513/831754/834574/839902/835085/830806/834353/838678/817460/819940/818479/829439/828255/831654/821531/817844/832703/842041/817490/829918/821036/843122/821416/839138/816783/818409/836389/823950/824900/823713/828638/840139/838917/843519/829112/820844/828899/816847/842022/837327/839670/824353/844299/826630/842281/842387",61
"GO:0016887","MF","GO:0016887","ATP hydrolysis activity","59/1956","468/26522",3.88906651577662e-05,0.000570985674816294,0.000379602664697813,"838122/821863/825269/837429/833998/831856/825513/822148/830854/820498/823932/835341/819392/831202/820496/818520/819314/820497/842650/830375/824489/827530/835924/827188/829918/817544/827404/834207/820438/841761/843122/820603/820102/842923/835180/839353/828520/823950/839922/820206/824900/832950/825186/829112/843201/826718/830350/839921/827189/843602/837881/834695/823593/839670/839376/831709/834447/842281/831955",59
"GO:0016702","MF","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","10/1956","31/26522",4.89061735810713e-05,0.000702075291852713,0.000466753656633382,"827562/821135/817180/829417/839889/819107/821808/841944/837168/843785",10
"GO:0008289","MF","GO:0008289","lipid binding","45/1956","333/26522",6.11020946444723e-05,0.000858085937833242,0.000570472645650909,"821832/824681/834489/830121/839416/828212/837408/843631/832491/820109/831154/819037/835639/844033/814723/830796/825291/817653/836222/817171/843418/814683/819816/838922/837210/825476/818626/819425/831841/828287/825794/826791/827369/10723114/841165/831551/827381/816913/828891/833474/836061/836635/820798/826368/830374",45
"GO:0016679","MF","GO:0016679","oxidoreductase activity, acting on diphenols and related substances as donors","10/1956","32/26522",6.64518601413087e-05,0.000905706718159181,0.000602131890188929,"840127/820078/838272/830142/830421/825844/818630/821806/828321/838909",10
"GO:0042910","MF","GO:0042910","xenobiotic transmembrane transporter activity","16/1956","73/26522",6.72970936093509e-05,0.000905706718159181,0.000602131890188929,"842203/825269/814938/820498/830058/819392/820496/821934/819314/820497/828669/821935/839922/825186/839921/843454",16
"GO:0016798","MF","GO:0016798","hydrolase activity, acting on glycosyl bonds","57/1956","458/26522",7.44903635283695e-05,0.000980334003549432,0.0006517455979276,"825182/818959/832525/818785/824893/825184/824918/842872/815950/824894/831065/839444/827635/842945/842711/832474/820429/834538/828603/817744/824608/820591/824891/827725/819988/842479/824018/830429/833437/834522/836246/843531/838337/819055/834539/842478/835789/829638/839435/828896/828504/821975/830676/826718/843624/824798/842104/836890/834695/830736/843945/823573/826809/838871/840493/831955/820162",57
"GO:0016860","MF","GO:0016860","intramolecular oxidoreductase activity","14/1956","59/26522",7.58772448567672e-05,0.000980334003549432,0.0006517455979276,"818676/843027/824329/824661/839355/844087/843450/842864/822169/814980/838779/819870/819360/827088",14
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","40/1956","288/26522",8.37259465242576e-05,0.00104423162097799,0.000694226008406419,"824481/836802/835032/820307/820194/827194/817189/842342/828500/817357/824736/817566/829559/842108/837075/816041/829560/838846/827905/828081/816040/817525/837059/842114/832206/831554/822462/818252/821710/831966/815080/818986/833302/827229/827960/831823/819331/827912/817814/830979",40
"GO:0051213","MF","GO:0051213","dioxygenase activity","23/1956","131/26522",8.40557961158753e-05,0.00104423162097799,0.000694226008406419,"838508/827562/820564/821135/817180/824763/818241/832524/829417/839889/824124/839508/819107/816281/821808/841944/836477/837168/828132/843785/829765/819804/837972",23
"GO:0005319","MF","GO:0005319","lipid transporter activity","16/1956","76/26522",0.000112017883366045,0.00136535005008424,0.000907711944654343,"830121/822148/823932/817653/830375/819425/831841/821597/820603/843201/843602/837881/836061/824895/834447/826368",16
"GO:0080044","MF","GO:0080044","quercetin 7-O-glucosyltransferase activity","14/1956","62/26522",0.000134649372261752,0.00161080545335356,0.00107089559225721,"820307/817189/824736/829559/837075/816041/829560/838846/816040/817525/818252/821710/818986/827229",14
"GO:0035251","MF","GO:0035251","UDP-glucosyltransferase activity","28/1956","180/26522",0.000138767983744959,0.0016298930454408,0.00108358540417117,"824481/836802/835032/820307/827194/817189/828500/824736/817566/829559/837075/816041/829560/838846/828081/816040/817525/837059/832206/831554/818252/821710/818986/827229/831823/827912/817814/830979",28
"GO:0015103","MF","GO:0015103","inorganic anion transmembrane transporter activity","20/1956","114/26522",0.000239853333400447,0.00276687952458373,0.00183947669224403,"843976/837852/835085/830806/834353/838678/818479/828255/817844/817490/816783/823713/828638/840139/838917/820844/816847/837327/824353/826630",20
"GO:0005543","MF","GO:0005543","phospholipid binding","29/1956","196/26522",0.000257624130848673,0.0029197401496183,0.00194110148451078,"824681/834489/830121/839416/828212/837408/832491/820109/831154/844033/814723/825291/836222/843418/814683/819816/838922/837210/828287/825794/826791/827369/10723114/841165/831551/833474/820798/826368/830374",29
"GO:0016684","MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","16/1956","82/26522",0.000283626981172755,0.0031286714037061,0.00208000314927829,"842909/838016/842368/824073/836533/817901/836531/819427/833954/829479/817715/825483/837304/842652/838652/842910",16
"GO:0008131","MF","GO:0008131","primary amine oxidase activity","6/1956","14/26522",0.00028574553067904,0.0031286714037061,0.00208000314927829,"816469/835799/826838/831328/829096/842580",6
"GO:0008514","MF","GO:0008514","organic anion transmembrane transporter activity","28/1956","188/26522",0.000291998185744179,0.003143847133179,0.0020900922769057,"829671/842477/827860/828955/820316/844329/821086/830806/834078/819392/826685/844074/831193/818060/814811/821597/840072/832845/828400/816783/837998/841044/824786/831479/834806/824895/828383/832812",28
"GO:0016638","MF","GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","8/1956","25/26522",0.000298838532148695,0.00316474904537798,0.00210398828501583,"816469/835799/826838/831328/829096/842580/830635/818721",8
"GO:0030246","MF","GO:0030246","carbohydrate binding","30/1956","208/26522",0.000319259953287357,0.00332648273909085,0.00221151207030971,"834541/838719/814765/814762/835391/817180/815950/827635/844307/834538/838184/814763/817223/838185/838179/838721/824018/836383/814766/838420/834539/816281/838716/818491/814767/839125/838723/819804/838195/838180",30
"GO:0072341","MF","GO:0072341","modified amino acid binding","9/1956","32/26522",0.000374183321919801,0.00376609295981395,0.0025037737128957,"839295/839515/827931/838288/814822/839479/832845/844174/843864",9
"GO:0004601","MF","GO:0004601","peroxidase activity","15/1956","76/26522",0.000381941878073751,0.00376609295981395,0.0025037737128957,"842909/838016/842368/824073/836533/836531/819427/833954/829479/817715/825483/837304/842652/838652/842910",15
"GO:0008066","MF","GO:0008066","glutamate receptor activity","7/1956","20/26522",0.000386078177727267,0.00376609295981395,0.0025037737128957,"830991/834896/834895/817459/817458/817460/819940",7
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","21/1956","127/26522",0.000392852627785331,0.00376609295981395,0.0025037737128957,"829671/842477/827860/844329/821086/830806/834078/819392/826685/844074/818060/821597/840072/832845/816783/841044/824786/831479/834806/824895/828383",21
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","21/1956","127/26522",0.000392852627785331,0.00376609295981395,0.0025037737128957,"829671/842477/827860/844329/821086/830806/834078/819392/826685/844074/818060/821597/840072/832845/816783/841044/824786/831479/834806/824895/828383",21
"GO:0016709","MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","22/1956","136/26522",0.000396430837875153,0.00376609295981395,0.0025037737128957,"838508/814788/819166/836866/832524/829891/829327/842802/821250/837768/821554/817457/816952/835828/821646/842803/829886/830154/833619/837773/817599/832482",22
"GO:0016641","MF","GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","6/1956","15/26522",0.000446566511713023,0.00418089806618279,0.00277954442073094,"816469/835799/826838/831328/829096/842580",6
"GO:0016667","MF","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","16/1956","86/26522",0.000496724315983544,0.00452739910907344,0.00300990522486877,"828272/828271/828273/841082/843560/844010/839355/829251/833992/825817/836286/816248/820984/822003/842337/843864",16
"GO:0008483","MF","GO:0008483","transaminase activity","13/1956","62/26522",0.000500189379866011,0.00452739910907344,0.00300990522486877,"815864/817022/837082/828726/820034/837543/835480/831024/834660/821995/840303/832075/843565",13
"GO:0140359","MF","GO:0140359","ABC-type transporter activity","18/1956","103/26522",0.000504601758286823,0.00452739910907344,0.00300990522486877,"838122/825269/820498/823932/819392/831202/820496/818520/819314/820497/827188/817544/841761/839922/825186/839921/827189/842281",18
"GO:0031406","MF","GO:0031406","carboxylic acid binding","19/1956","112/26522",0.000525135374380028,0.00458428988985808,0.00304772735059817,"843631/827931/835639/817171/837798/825476/818626/816281/817715/834545/832845/825506/827381/828377/819804/836635/827710/831178/819567",19
"GO:0043177","MF","GO:0043177","organic acid binding","19/1956","112/26522",0.000525135374380028,0.00458428988985808,0.00304772735059817,"843631/827931/835639/817171/837798/825476/818626/816281/817715/834545/832845/825506/827381/828377/819804/836635/827710/831178/819567",19
"GO:0030247","MF","GO:0030247","polysaccharide binding","17/1956","95/26522",0.000538655583617665,0.00463962009356016,0.003084511973558,"838719/835391/817180/815950/827635/844307/838184/838185/838179/838721/824018/838420/838716/839125/838723/838195/838180",17
"GO:0016769","MF","GO:0016769","transferase activity, transferring nitrogenous groups","13/1956","63/26522",0.000588250813549786,0.00500013191517318,0.00332418742282981,"815864/817022/837082/828726/820034/837543/835480/831024/834660/821995/840303/832075/843565",13
"GO:0004721","MF","GO:0004721","phosphoprotein phosphatase activity","25/1956","168/26522",0.000607524448839504,0.00509689342792623,0.00338851640637755,"836040/839348/835250/825399/840379/821239/830564/834356/837276/825706/843609/817553/838835/817438/817858/818609/817489/829536/837255/824693/831059/818571/819724/842708/835762",25
"GO:0016829","MF","GO:0016829","lyase activity","43/1956","348/26522",0.000623054943208232,0.00512707281433745,0.00340858026437947,"817628/823555/822298/837082/828726/844307/842405/831599/832290/814732/818470/817367/824306/817426/2745818/839691/823601/831452/830894/824629/826958/814980/836339/839103/840303/830457/820728/820669/843947/829623/832672/823794/814753/819870/828815/818563/827314/841765/828805/820850/817754/838224/842185",43
"GO:1901681","MF","GO:1901681","sulfur compound binding","10/1956","41/26522",0.000626994972651174,0.00512707281433745,0.00340858026437947,"839295/839515/827931/838288/814822/839479/831604/844174/828891/843864",10
"GO:0046527","MF","GO:0046527","glucosyltransferase activity","31/1956","227/26522",0.000665319472112465,0.00537245473730816,0.00357171506081429,"824481/836802/835032/820307/827194/817189/815950/827635/828500/824736/817566/829559/837075/816041/829560/838846/824018/828081/816040/817525/837059/832206/831554/818252/821710/818986/827229/831823/827912/817814/830979",31
"GO:0015556","MF","GO:0015556","C4-dicarboxylate transmembrane transporter activity","5/1956","11/26522",0.00068756853270175,0.00541669844055281,0.00360112915715422,"821086/830806/816783/831479/834806",5
"GO:0047893","MF","GO:0047893","flavonol 3-O-glucosyltransferase activity","5/1956","11/26522",0.00068756853270175,0.00541669844055281,0.00360112915715422,"829559/816041/829560/816040/817525",5
"GO:0080043","MF","GO:0080043","quercetin 3-O-glucosyltransferase activity","14/1956","73/26522",0.000798268246364755,0.00618304755373547,0.0041106133321233,"820307/827194/817189/824736/829559/837075/816041/829560/838846/816040/817525/821710/818986/827229",14
"GO:1901981","MF","GO:1901981","phosphatidylinositol phosphate binding","13/1956","65/26522",0.000803987607606469,0.00618304755373547,0.0041106133321233,"824681/834489/839416/828212/820109/831154/814723/836222/837210/826791/841165/833474/830374",13
"GO:0005546","MF","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","11/1956","50/26522",0.000870183037784347,0.00661339108716104,0.00439671429617354,"824681/839416/828212/820109/831154/814723/836222/837210/826791/841165/833474",11
"GO:0005388","MF","GO:0005388","P-type calcium transporter activity","6/1956","17/26522",0.000971206224312865,0.00729533977797803,0.00485008738702141,"821863/825513/829918/824900/829112/839670",6
"GO:0004467","MF","GO:0004467","long-chain fatty acid-CoA ligase activity","5/1956","12/26522",0.00110724214692129,0.0082215911139213,0.00546587774886735,"832820/842748/828484/819767/814974",5
"GO:0016877","MF","GO:0016877","ligase activity, forming carbon-sulfur bonds","11/1956","52/26522",0.00122826885483875,0.00901661000256628,0.00599442216237093,"832820/828287/821677/834630/842748/828484/819767/835604/820798/814974/819941",11
"GO:0019787","MF","GO:0019787","ubiquitin-like protein transferase activity","55/1956","490/26522",0.00125396854772112,0.00910183912166115,0.00605108418060575,"825311/837098/836676/2745878/839251/836869/818064/830902/832801/830840/833727/828444/827714/832556/820357/837980/826739/843106/828287/836277/836643/843971/820956/836518/842931/830929/828381/820016/827062/818166/836587/842314/838472/836739/819684/844276/818291/821529/838740/838668/836721/831911/820543/841861/820798/834543/844252/832215/839461/832260/828942/817608/835411/824509/823815",55
"GO:0005217","MF","GO:0005217","intracellular ligand-gated monoatomic ion channel activity","7/1956","24/26522",0.00132731062154548,0.00952714068353755,0.00633383314141,"830991/834896/834895/817459/817458/817460/819940",7
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","32/1956","247/26522",0.00134823934447649,0.00956329156922467,0.0063578669712297,"830991/834896/824349/828470/834895/842203/817459/821863/817458/844278/825513/831754/834574/817460/819940/829439/831654/842041/817490/829918/821036/839138/824900/840139/829112/828899/816847/842022/839670/844299/842281/842387",32
"GO:0031072","MF","GO:0031072","heat shock protein binding","10/1956","45/26522",0.00136195483648401,0.00956329156922467,0.0063578669712297,"837429/831856/834207/820438/820091/825434/820102/832267/832950/826849",10
"GO:0015075","MF","GO:0015075","monoatomic ion transmembrane transporter activity","48/1956","418/26522",0.00154806906696215,0.0107532539490059,0.00714897769462994,"830991/842975/834896/824349/828470/834895/842203/817459/821863/817458/844278/825513/831754/834574/839902/838832/817460/819940/829439/826427/831654/821531/832703/842041/819251/817490/829918/821036/821416/839138/836389/823950/821037/824900/823713/840139/843519/841782/829112/828899/819253/819252/816847/842022/839670/844299/842281/842387",48
"GO:0052689","MF","GO:0052689","carboxylic ester hydrolase activity","27/1956","199/26522",0.00157262318276892,0.0108076018730715,0.00718510927849632,"819130/816699/829861/829869/818526/825433/817604/827371/827388/832209/829860/839917/817184/817197/835418/831443/830894/829859/821286/10723040/831345/828064/816894/824030/818527/841709/814906",27
"GO:0005310","MF","GO:0005310","dicarboxylic acid transmembrane transporter activity","5/1956","13/26522",0.00169042383071708,0.0114948820488762,0.00764202684689828,"821086/830806/816783/831479/834806",5
"GO:0005262","MF","GO:0005262","calcium channel activity","9/1956","39/26522",0.00176950823261439,0.011907315815301,0.00791622104064333,"830991/834896/834895/817459/817458/817460/819940/821036/839670",9
"GO:0016755","MF","GO:0016755","aminoacyltransferase activity","55/1956","498/26522",0.00180259398175593,0.0120049042496323,0.00798109977814888,"825311/837098/836676/2745878/839251/836869/818064/830902/832801/830840/833727/828444/827714/832556/820357/837980/826739/843106/828287/836277/836643/843971/820956/836518/842931/830929/828381/820016/827062/818166/836587/842314/838472/836739/819684/844276/818291/821529/838740/838668/836721/831911/820543/841861/820798/834543/844252/832215/839461/832260/828942/817608/835411/824509/823815",55
"GO:0016799","MF","GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","13/1956","71/26522",0.001883599129767,0.0124163779370356,0.00825465569221201,"842711/834538/834522/838337/834539/826718/843624/842104/834695/823573/826809/831955/820162",13
"GO:0015144","MF","GO:0015144","carbohydrate transmembrane transporter activity","15/1956","89/26522",0.00208153736084833,0.013582556920283,0.00902995473924633,"842975/843656/839902/831156/821531/832703/844274/821416/841453/843519/832794/837413/820705/828154/837414",15
"GO:0022890","MF","GO:0022890","inorganic cation transmembrane transporter activity","41/1956","350/26522",0.00227040081571568,0.0146667892695233,0.00975077402959996,"830991/842975/834896/824349/828470/834895/842203/817459/821863/817458/844278/825513/831754/834574/839902/817460/819940/829439/831654/821531/832703/842041/817490/829918/821036/821416/839138/818409/836389/823950/824900/840139/843519/829112/828899/816847/842022/839670/844299/842281/842387",41
"GO:1902936","MF","GO:1902936","phosphatidylinositol bisphosphate binding","11/1956","56/26522",0.00230836977448768,0.0147644244982084,0.00981568387692522,"824681/839416/828212/820109/831154/814723/836222/837210/826791/841165/833474",11
"GO:0004722","MF","GO:0004722","protein serine/threonine phosphatase activity","20/1956","136/26522",0.00234664512311053,0.0148620857797,0.00988061104467591,"836040/835250/825399/840379/830564/834356/837276/843609/817553/838835/817438/818609/817489/829536/837255/831059/818571/819724/842708/835762",20
"GO:0004842","MF","GO:0004842","ubiquitin-protein transferase activity","52/1956","472/26522",0.00248475298422179,0.015583984735993,0.0103605438688042,"825311/837098/836676/2745878/839251/836869/818064/830902/832801/830840/833727/828444/827714/832556/820357/837980/826739/843106/836277/836643/843971/820956/836518/842931/830929/828381/820016/827062/818166/836587/842314/838472/836739/819684/844276/818291/821529/838740/838668/836721/831911/820543/834543/844252/832215/839461/832260/828942/817608/835411/824509/823815",52
"GO:0005315","MF","GO:0005315","inorganic phosphate transmembrane transporter activity","6/1956","20/26522",0.00251090260930593,0.0155965681308811,0.0103689095606966,"824046/842477/834353/818479/817844/843122",6
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","44/1956","387/26522",0.00285435962186396,0.0175611077688011,0.0116749746939398,"825182/818959/832525/818785/824893/825184/824918/842872/815950/824894/831065/839444/827635/842945/832474/820429/828603/817744/824608/820591/824891/827725/819988/842479/824018/830429/833437/836246/843531/819055/842478/835789/829638/839435/828896/828504/821975/830676/824798/836890/830736/843945/838871/840493",44
"GO:0003756","MF","GO:0003756","protein disulfide isomerase activity","6/1956","21/26522",0.00329829509959526,0.0197286910586902,0.0131160272966361,"818676/824661/839355/844087/838779/819360",6
"GO:0016864","MF","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","6/1956","21/26522",0.00329829509959526,0.0197286910586902,0.0131160272966361,"818676/824661/839355/844087/838779/819360",6
"GO:0047372","MF","GO:0047372","acylglycerol lipase activity","6/1956","21/26522",0.00329829509959526,0.0197286910586902,0.0131160272966361,"829861/818526/829860/817197/829859/818527",6
"GO:1901682","MF","GO:1901682","sulfur compound transmembrane transporter activity","8/1956","35/26522",0.00335733597379204,0.0198976058630244,0.0132283252274954,"830806/820496/828400/816783/836389/838917/820844/824353",8
"GO:0016830","MF","GO:0016830","carbon-carbon lyase activity","17/1956","112/26522",0.00344775593745109,0.0202477303235764,0.0134610949519622,"822298/831599/814732/817426/2745818/839691/831452/830894/824629/814980/836339/839103/830457/829623/823794/841765/817754",17
"GO:0008061","MF","GO:0008061","chitin binding","5/1956","15/26522",0.00348291774025081,0.0202699536955137,0.0134758694928623,"819632/827725/817923/816217/821717",5
"GO:0008171","MF","GO:0008171","O-methyltransferase activity","9/1956","43/26522",0.00360797598682165,0.0208102900668463,0.0138350958893161,"843126/820321/828728/838708/842805/823620/838707/825372/835504",9
